productId,productName,previousFamily,reviewDecision,finalFamily,previousDisciplines,finalDisciplines,previousUseContexts,finalUseContexts,notes
1633,Discos Powerlifting Chromed Steel 20kg (Par) | XMASTER | 2da Selección,WEIGHT_PLATE,ACCEPT,WEIGHT_PLATE,POWERLIFTING:EXPLICIT,POWERLIFTING:EXPLICIT,,,Deep-audited: full name/category/feature/description evidence read directly.
2231,Polea Dual Multifuncional 70kg ZR Series - 2da Selección | PROmachine (PM-M853A-SU45-2),CABLE_MACHINE,ACCEPT,CABLE_MACHINE,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1632,Discos Powerlifting Chromed Steel 15kg (Par) | XMASTER | 2da Selección,WEIGHT_PLATE,ACCEPT,WEIGHT_PLATE,POWERLIFTING:EXPLICIT,POWERLIFTING:EXPLICIT,,,Deep-audited: full name/category/feature/description evidence read directly.
1717,Máquina Home Gym ULTRA FZ410 68kg | Forza | 2da Selección,OTHER,ACCEPT,OTHER,,,HOME_GYM:STRONGLY_INFERRED,HOME_GYM:STRONGLY_INFERRED,Deep-audited: full name/category/feature/description evidence read directly.
1714,Máquina Home Gym PRO FZ402B 68kg | Forza | 2da Selección,OTHER,ACCEPT,OTHER,,,HOME_GYM:STRONGLY_INFERRED,HOME_GYM:STRONGLY_INFERRED,Deep-audited: full name/category/feature/description evidence read directly.
1631,Discos Powerlifting Chromed Steel 10kg (Par) | XMASTER | 2da Selección,WEIGHT_PLATE,ACCEPT,WEIGHT_PLATE,POWERLIFTING:EXPLICIT,POWERLIFTING:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1630,Discos Powerlifting Chromed Steel 5kg (Par) | XMASTER | 2da Selección,WEIGHT_PLATE,ACCEPT,WEIGHT_PLATE,POWERLIFTING:EXPLICIT,POWERLIFTING:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2193,Banco Multifuncional + Bandas de Resistencia - 2da Selección | Forza,BENCH;BAND_SUSPENSION,ACCEPT,BENCH;BAND_SUSPENSION,,,,,Deep-audited: full name/category/feature/description evidence read directly.
2214,Banco Multifuncional + Bandas de Resistencia - 2da Selección | Forza (FZ5905-SU45-2),BENCH;BAND_SUSPENSION,ACCEPT,BENCH;BAND_SUSPENSION,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1405,CROP TOP CROSSFIT HATERS ROSADO | KILO Talla: S,APPAREL,ACCEPT,APPAREL,CROSSFIT:EXPLICIT,CROSSFIT:EXPLICIT,,,Deep-audited: full name/category/feature/description evidence read directly.
1711,Balón Pilates 65cm | 2da Selección,YOGA_PILATES,ACCEPT,YOGA_PILATES,YOGA_PILATES:EXPLICIT,YOGA_PILATES:EXPLICIT,,,Deep-audited: full name/category/feature/description evidence read directly.
2174,Palmeta de Caucho 100x100cm 15mm - 2da Selección StrongFit (Unidad),FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
234,Par Mancuernas Hexagonales 25kg | HWM®,DUMBBELL,ACCEPT,DUMBBELL,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
90,Soga de Trepa 7mt | HWM®,ROPE_SLED,ACCEPT,ROPE_SLED,HYROX:EXPLICIT,HYROX:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1208,Barra Olímpica Cerakote Black Camo 700lb 20kg | HWM,BARBELL,CORRECT,BARBELL,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination."
610,Barra Olímpica Cerakote Pink 15kg | KONG,BARBELL,CORRECT,BARBELL,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination."
1970,Airbike Hurricane 3.0 - 2da Selección | HWM®,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
795,Barra Olímpica Cerakote Black 20kg | KONG,BARBELL,CORRECT,BARBELL,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination."
1269,Extensión de Cuádriceps MO 2.0 Obelix®,SELECTORIZED_MACHINE,ACCEPT,SELECTORIZED_MACHINE,,,COMMERCIAL_GYM:EXPLICIT,COMMERCIAL_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1949,Set 4 Plyo Box Apilables - 2da Selección | HWM,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
80,Magnesio 56gr (Unidad) | Araknido,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1647,Rodilleras de Neopreno XBarbell 5mm Magenta | HWM®,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1628,Set 20kg Maletín Cast Iron | 2da Selección,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
231,Par Mancuernas Hexagonales 17.5kg | HWM®,DUMBBELL,ACCEPT,DUMBBELL,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
153,Par Colchonetas de Impacto | HWM®,FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
82,Cajón Pliométrico de Madera 3 en 1 (75x50x60cm) | HWM®,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
343,Jaula Smith Machine | PROmachine,PLATE_LOADED_MACHINE,ACCEPT,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,Deep-audited: full name/category/feature/description evidence read directly.
711,Pack Garage Kong HWM,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
437,Soga de Tríceps - Accesorio Polea | Obelix,CABLE_MACHINE,ACCEPT,CABLE_MACHINE,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1645,Rodilleras de Neopreno XBarbell 5mm Negro | HWM®,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
9,Banda de Resistencia Light 22mm 50Lbs Negro | HWM®,BAND_SUSPENSION,ACCEPT,BAND_SUSPENSION,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2068,Smith Machine ZR Series | PROmachine,PLATE_LOADED_MACHINE,ACCEPT,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,Deep-audited: full name/category/feature/description evidence read directly.
1089,Pack 8 Pares de Mancuernas Black + Rack | HWM,DUMBBELL;RACK_CAGE,ACCEPT,DUMBBELL;RACK_CAGE,,,,,Deep-audited: full name/category/feature/description evidence read directly.
54,Par Anillas Olímpicas de Gimnasia Madera | HWM®,BODYWEIGHT_GYMNASTICS,ACCEPT,BODYWEIGHT_GYMNASTICS,CALISTHENICS:STRONGLY_INFERRED,CALISTHENICS:STRONGLY_INFERRED,,,Deep-audited: full name/category/feature/description evidence read directly.
330,Pack 15kg Fraccionales | HWM®,WEIGHT_PLATE,CORRECT,WEIGHT_PLATE,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination."
1481,2° Selección - Airbike Hurricane 3.0 | HWM,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1136,Par Rodilleras de Neopreno Red 5mm | HWM®,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1995,Almohadilla Búlgara Accesorio Alpha | HWM®,MACHINE_ATTACHMENT,ACCEPT,MACHINE_ATTACHMENT,,,,,Deep-audited: full name/category/feature/description evidence read directly.
549,Set 30kg Mancuernas Eco Rojo | Forza,DUMBBELL,ACCEPT,DUMBBELL,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2132,Mat de Yoga TPE C/Colgador 173x61cm 8mm | Rising,YOGA_PILATES,ACCEPT,YOGA_PILATES,YOGA_PILATES:EXPLICIT,YOGA_PILATES:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1550,Banco Regulable Alpha | HWM®,BENCH,ACCEPT,BENCH,,,COMMERCIAL_GYM:EXPLICIT,COMMERCIAL_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
439,Banco Regulable Pro | HWM,BENCH,ACCEPT,BENCH,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
154,Colchoneta Pu Negro 100x50x5cm| HWM®,FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
458,Trotadora GT3 Series Led | Obelix,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1556,2da Selección - Barra Olímpica 15kg Cerakote Amarillo | KONG,BARBELL,ACCEPT,BARBELL,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
59,Balón Medicinal 9kg Color Series | HWM®,BALL_BAG,ACCEPT,BALL_BAG,HYROX:EXPLICIT,HYROX:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1669,Par Guantes Grab Training 2.0 Negro | FullFit,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
10,Banda de Resistencia Medium 32mm 80Lbs Morado | HWM®,BAND_SUSPENSION,ACCEPT,BAND_SUSPENSION,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1478,2° Selección - Piso De Caucho 1x1mt 15mm (Unidad),FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1673,Par Guantes Fitness Ranger Black | FullFit,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
722,Pack 4 Palmetas de Caucho 100x100cm 15mm,FLOORING,ACCEPT,FLOORING,,,COMMERCIAL_GYM:EXPLICIT,COMMERCIAL_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1571,Rampa Caminata de Manos | HWM® | 2da Selección,BODYWEIGHT_GYMNASTICS,ACCEPT,BODYWEIGHT_GYMNASTICS,CALISTHENICS:STRONGLY_INFERRED,CALISTHENICS:STRONGLY_INFERRED,,,Deep-audited: full name/category/feature/description evidence read directly.
2163,Rampa Caminata de Manos - 2da Selección StrongFit| HWM®,BODYWEIGHT_GYMNASTICS,ACCEPT,BODYWEIGHT_GYMNASTICS,CALISTHENICS:STRONGLY_INFERRED,CALISTHENICS:STRONGLY_INFERRED,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2134,Multifuncional Smith ZR Series | PROmachine,PLATE_LOADED_MACHINE,CORRECT,PLATE_LOADED_MACHINE;CABLE_MACHINE,,,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,"Added secondary family CABLE_MACHINE: product description confirms this is a manufactured 3-in-1 unit (Half Rack + Smith Machine + Dual Pulley system), not just a naming coincidence with other Smith-machine SKUs. | Deep-audited: full name/category/feature/description evidence read directly."
898,Banco Plano Amarillo Flúor | KONG,BENCH,ACCEPT,BENCH,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
186,Kettlebell Acero 20kg | HWM®,KETTLEBELL,ACCEPT,KETTLEBELL,HYROX:EXPLICIT,HYROX:EXPLICIT,,,Deep-audited: full name/category/feature/description evidence read directly.
899,Lat Pulldown Heavy Duty Series | HWM®,CABLE_MACHINE,ACCEPT,CABLE_MACHINE,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
370,Pack Grip 105kg | PROmachine,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1572,Set 4 Plyo Box Apilables | HWM | 2da Selección,OTHER,ACCEPT,OTHER,,,,,Deep-audited: full name/category/feature/description evidence read directly.
686,Bumper Plates 35lb Wodstock (Par) | 2° Selección | HWM,WEIGHT_PLATE,ACCEPT,WEIGHT_PLATE,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1603,Palmeta De Caucho 100x100cm x 15mm (Unidad) | 2da Selección,FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
251,Power Rack de Muro Plegable | HWM,RACK_CAGE,ACCEPT,RACK_CAGE,,,SMALL_SPACE:EXPLICIT,SMALL_SPACE:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1979,Sand Bag Training 25kg - 2da Selección | HWM®,BALL_BAG,ACCEPT,BALL_BAG,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1978,Sand Bag Training 20kg - 2da Selección | HWM®,BALL_BAG,ACCEPT,BALL_BAG,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1977,Sand Bag Training 10kg - 2da Selección | HWM®,BALL_BAG,ACCEPT,BALL_BAG,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1096,Banco GHD Glute Ham Developer 1.0 | 2° Selección | HWM,BENCH,ACCEPT,BENCH,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1835,Par Guantes MMA | Rising,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,BOXING_MMA:EXPLICIT,BOXING_MMA:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1890,2da Selección - Air Ski Trainer Eco Smart Connect | XEBEX,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Deep-audited: full name/category/feature/description evidence read directly.
1161,Bicicleta de Spinning Training Lite Series | Obelix,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1152,Pack 100kg Eco Series | HWM®,WEIGHT_PLATE,CORRECT,WEIGHT_PLATE,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Deep-audited: full name/category/feature/description evidence read directly."
966,Pack 10 Colchonetas Black/Red Pu 100x50x5cm | FullFit,FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
183,Kettlebell Acero 10kg | HWM®,KETTLEBELL,ACCEPT,KETTLEBELL,HYROX:EXPLICIT,HYROX:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
872,Colchoneta Oxford Negro/Rojo 100x50x5cm | FullFit,FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1834,Par Vendas de Boxeo Talla M - Amarillo | Rising,PROTECTIVE_GEAR,ACCEPT,PROTECTIVE_GEAR,BOXING_MMA:EXPLICIT,BOXING_MMA:EXPLICIT,,,Deep-audited: full name/category/feature/description evidence read directly.
537,Set 50kg Maletí­n Cast Iron,DUMBBELL,ACCEPT,DUMBBELL,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1532,Cámara Hiperbárica ST801 1.5ATA | O2Life,RECOVERY_TOOL,ACCEPT,RECOVERY_TOOL,REHABILITATION:STRONGLY_INFERRED,REHABILITATION:STRONGLY_INFERRED,COMMERCIAL_GYM:EXPLICIT;CLINICAL_RECOVERY:STRONGLY_INFERRED,COMMERCIAL_GYM:EXPLICIT;CLINICAL_RECOVERY:STRONGLY_INFERRED,Deep-audited: full name/category/feature/description evidence read directly.
592,Banco Regulable 3.0 | PROmachine,BENCH,ACCEPT,BENCH,,,HOME_GYM:STRONGLY_INFERRED,HOME_GYM:STRONGLY_INFERRED,Deep-audited: full name/category/feature/description evidence read directly.
1986,Bicicleta de Spinning SP9 - 2da Selección | Obelix,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
184,Kettlebell Acero 12kg | HWM®,KETTLEBELL,ACCEPT,KETTLEBELL,HYROX:EXPLICIT,HYROX:EXPLICIT,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2144,Trotadora Curva AirRunner 1.0 - 2da Selección (Reacondicionado) | HWM®,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Deep-audited: full name/category/feature/description evidence read directly.
506,Palmeta de Caucho 50x50cm x 25mm (Unidad),FLOORING,ACCEPT,FLOORING,,,OUTDOOR_HIGH_TRAFFIC:EXPLICIT,OUTDOOR_HIGH_TRAFFIC:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1702,2da Selección - Trotadora Curva AirRunner 1.0 | HWM,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1123,Bicicleta de Spinning Home FZ1.0 | Forza,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1482,2° Selección - Sand Bag Training 25kg | HWM,BALL_BAG,ACCEPT,BALL_BAG,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2013,Bicicleta de Spinning 812NX - 2da Selección | VORTEC,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,,,Deep-audited: full name/category/feature/description evidence read directly.
1322,Tatami Eva Mat Negro/Gris Puzzle c/borde 100x100cm 20mm (Unidad),FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
2269,Palmeta de Caucho 100x100cm 15mm (Unidad) - 2da Selección (PC15-SU45-2),FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1892,2da Selección - Palmeta De Caucho 100x100cm 15mm (Unidad),FLOORING,ACCEPT,FLOORING,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1183,Pack 105kg Mancuernas Hexagonales + Rack Vertical | HWM®,DUMBBELL;STORAGE,ACCEPT,DUMBBELL;STORAGE,,,,,Deep-audited: full name/category/feature/description evidence read directly.
1151,Pack 150kg Eco Series | HWM®,WEIGHT_PLATE,CORRECT,WEIGHT_PLATE,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Deep-audited: full name/category/feature/description evidence read directly."
1199,Piso de Caucho Rollo 10x1mt x 6mm,FLOORING,ACCEPT,FLOORING,,,COMMERCIAL_GYM:EXPLICIT,COMMERCIAL_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
973,Jaula Smith Machine ZR Series | PROmachine,PLATE_LOADED_MACHINE,ACCEPT,PLATE_LOADED_MACHINE,,,HOME_GYM:EXPLICIT,HOME_GYM:EXPLICIT,Deep-audited: full name/category/feature/description evidence read directly.
746,Squat Rack | KONG,RACK_CAGE,ACCEPT,RACK_CAGE,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
536,Set 30kg Maletín Cast Iron,DUMBBELL,ACCEPT,DUMBBELL,,,,,Deep-audited: full name/category/feature/description evidence read directly.
159,Expander Tube Soft Rojo | FullFit,BAND_SUSPENSION,ACCEPT,BAND_SUSPENSION,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
123,Par Discos Olímpicos Grip 10kg | PROmachine,WEIGHT_PLATE,CORRECT,WEIGHT_PLATE,WEIGHTLIFTING:STRONGLY_INFERRED,,,,"Removed WEIGHTLIFTING discipline: ""Categoría: Olímpico"" is a technical spec (Olympic sleeve diameter), not discipline-specific evidence — full-catalog check found it on 216/2011 products (55% of all bar/plate SKUs), and sampled product descriptions market the same SKUs for CrossFit/functional/general strength equally. | Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination."
467,X-Mount Anclaje Banda de Suspensión | FullFit,BAND_SUSPENSION,ACCEPT,BAND_SUSPENSION,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
887,Power Rack Heavy Duty Series | HWM,RACK_CAGE,ACCEPT,RACK_CAGE,,,,,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
1264,Trotadora GTX Max Series Touch | Obelix,CARDIO_MACHINE,ACCEPT,CARDIO_MACHINE,CARDIO_ENDURANCE:STRONGLY_INFERRED,CARDIO_ENDURANCE:STRONGLY_INFERRED,COMMERCIAL_GYM:EXPLICIT,COMMERCIAL_GYM:EXPLICIT,Confirmatory pass: evidence pattern matches a deep-audited example for the same family/discipline/context combination.
